Train on 60000 samples, validate on 10000 samples
46464/60000 [======================>.......] - ETA: 5s - loss: 0.1004
46592/60000 [======================>.......] - ETA: 5s - loss: 0.1004
46720/60000 [======================>.......] - ETA: 5s - loss: 0.1004
46848/60000 [======================>.......] - ETA: 5s - loss: 0.1004
46976/60000 [======================>.......] - ETA: 5s - loss: 0.1004
47104/60000 [======================>.......] - ETA: 5s - loss: 0.1004
47232/60000 [======================>.......] - ETA: 5s - loss: 0.1004
47360/60000 [======================>.......] - ETA: 5s - loss: 0.1004
47488/60000 [======================>.......] - ETA: 5s - loss: 0.1004
47616/60000 [======================>.......] - ETA: 5s - loss: 0.1004
47744/60000 [======================>.......] - ETA: 5s - loss: 0.1004
48000/60000 [=======================>......] - ETA: 4s - loss: 0.1004
48128/60000 [=======================>......] - ETA: 4s - loss: 0.1004
48256/60000 [=======================>......] - ETA: 4s - loss: 0.1004
48384/60000 [=======================>......] - ETA: 4s - loss: 0.1004
48512/60000 [=======================>......] - ETA: 4s - loss: 0.1004
48640/60000 [=======================>......] - ETA: 4s - loss: 0.1004
48768/60000 [=======================>......] - ETA: 4s - loss: 0.1004
48896/60000 [=======================>......] - ETA: 4s - loss: 0.1004
49024/60000 [=======================>......] - ETA: 4s - loss: 0.1004
49152/60000 [=======================>......] - ETA: 4s - loss: 0.1004
49280/60000 [=======================>......] - ETA: 4s - loss: 0.1004
49408/60000 [=======================>......] - ETA: 4s - loss: 0.1004
49536/60000 [=======================>......] - ETA: 4s - loss: 0.1004
49664/60000 [=======================>......] - ETA: 4s - loss: 0.1004
49792/60000 [=======================>......] - ETA: 4s - loss: 0.1004
49920/60000 [=======================>......] - ETA: 4s - loss: 0.1004
50048/60000 [========================>.....] - ETA: 4s - loss: 0.1004
50304/60000 [========================>.....] - ETA: 3s - loss: 0.1004
50560/60000 [========================>.....] - ETA: 3s - loss: 0.1004
50816/60000 [========================>.....] - ETA: 3s - loss: 0.1004
51072/60000 [========================>.....] - ETA: 3s - loss: 0.1004
51200/60000 [========================>.....] - ETA: 3s - loss: 0.1004
51328/60000 [========================>.....] - ETA: 3s - loss: 0.1004
51456/60000 [========================>.....] - ETA: 3s - loss: 0.1004
51584/60000 [========================>.....] - ETA: 3s - loss: 0.1004
51712/60000 [========================>.....] - ETA: 3s - loss: 0.1004
51840/60000 [========================>.....] - ETA: 3s - loss: 0.1004
51968/60000 [========================>.....] - ETA: 3s - loss: 0.1004
52096/60000 [=========================>....] - ETA: 3s - loss: 0.1004
52224/60000 [=========================>....] - ETA: 3s - loss: 0.1005
52352/60000 [=========================>....] - ETA: 3s - loss: 0.1004
52480/60000 [=========================>....] - ETA: 3s - loss: 0.1004
52608/60000 [=========================>....] - ETA: 3s - loss: 0.1004
52736/60000 [=========================>....] - ETA: 2s - loss: 0.1004
52992/60000 [=========================>....] - ETA: 2s - loss: 0.1004
53120/60000 [=========================>....] - ETA: 2s - loss: 0.1004
53248/60000 [=========================>....] - ETA: 2s - loss: 0.1004
53376/60000 [=========================>....] - ETA: 2s - loss: 0.1004
53504/60000 [=========================>....] - ETA: 2s - loss: 0.1004
53632/60000 [=========================>....] - ETA: 2s - loss: 0.1004
53760/60000 [=========================>....] - ETA: 2s - loss: 0.1004
53888/60000 [=========================>....] - ETA: 2s - loss: 0.1004
54016/60000 [==========================>...] - ETA: 2s - loss: 0.1004
54144/60000 [==========================>...] - ETA: 2s - loss: 0.1004
54272/60000 [==========================>...] - ETA: 2s - loss: 0.1004
54400/60000 [==========================>...] - ETA: 2s - loss: 0.1004
54528/60000 [==========================>...] - ETA: 2s - loss: 0.1004
54656/60000 [==========================>...] - ETA: 2s - loss: 0.1004
54784/60000 [==========================>...] - ETA: 2s - loss: 0.1004
54912/60000 [==========================>...] - ETA: 2s - loss: 0.1004
55040/60000 [==========================>...] - ETA: 2s - loss: 0.1004
55168/60000 [==========================>...] - ETA: 1s - loss: 0.1004
55296/60000 [==========================>...] - ETA: 1s - loss: 0.1004
55552/60000 [==========================>...] - ETA: 1s - loss: 0.1004
55808/60000 [==========================>...] - ETA: 1s - loss: 0.1004
56064/60000 [===========================>..] - ETA: 1s - loss: 0.1004
56192/60000 [===========================>..] - ETA: 1s - loss: 0.1004
56320/60000 [===========================>..] - ETA: 1s - loss: 0.1004
56448/60000 [===========================>..] - ETA: 1s - loss: 0.1004
56576/60000 [===========================>..] - ETA: 1s - loss: 0.1004
56704/60000 [===========================>..] - ETA: 1s - loss: 0.1004
56832/60000 [===========================>..] - ETA: 1s - loss: 0.1004
56960/60000 [===========================>..] - ETA: 1s - loss: 0.1004
57088/60000 [===========================>..] - ETA: 1s - loss: 0.1004
57216/60000 [===========================>..] - ETA: 1s - loss: 0.1004
57344/60000 [===========================>..] - ETA: 1s - loss: 0.1004
57472/60000 [===========================>..] - ETA: 1s - loss: 0.1004
57600/60000 [===========================>..] - ETA: 0s - loss: 0.1004
57728/60000 [===========================>..] - ETA: 0s - loss: 0.1004
57856/60000 [===========================>..] - ETA: 0s - loss: 0.1004
57984/60000 [===========================>..] - ETA: 0s - loss: 0.1004
58112/60000 [============================>.] - ETA: 0s - loss: 0.1004
58240/60000 [============================>.] - ETA: 0s - loss: 0.1004
58368/60000 [============================>.] - ETA: 0s - loss: 0.1004
58496/60000 [============================>.] - ETA: 0s - loss: 0.1003
58624/60000 [============================>.] - ETA: 0s - loss: 0.1003
58752/60000 [============================>.] - ETA: 0s - loss: 0.1003
58880/60000 [============================>.] - ETA: 0s - loss: 0.1003
59008/60000 [============================>.] - ETA: 0s - loss: 0.1003
59136/60000 [============================>.] - ETA: 0s - loss: 0.1003
59264/60000 [============================>.] - ETA: 0s - loss: 0.1003
59392/60000 [============================>.] - ETA: 0s - loss: 0.1003
59520/60000 [============================>.] - ETA: 0s - loss: 0.1003
59648/60000 [============================>.] - ETA: 0s - loss: 0.1004
59776/60000 [============================>.] - ETA: 0s - loss: 0.1004
59904/60000 [============================>.] - ETA: 0s - loss: 0.1004
60000/60000 [==============================] - 26s 430us/step - loss: 0.1003 - val_loss: 0.1000
Epoch 42/50

  128/60000 [..............................] - ETA: 24s - loss: 0.0997
  256/60000 [..............................] - ETA: 24s - loss: 0.1015
  384/60000 [..............................] - ETA: 24s - loss: 0.1030
  512/60000 [..............................] - ETA: 24s - loss: 0.1027
  640/60000 [..............................] - ETA: 24s - loss: 0.1020
  768/60000 [..............................] - ETA: 24s - loss: 0.1013
  896/60000 [..............................] - ETA: 24s - loss: 0.1014
 1024/60000 [..............................] - ETA: 24s - loss: 0.1014
 1152/60000 [..............................] - ETA: 24s - loss: 0.1011
 1280/60000 [..............................] - ETA: 24s - loss: 0.1009
 1408/60000 [..............................] - ETA: 24s - loss: 0.1005
 1536/60000 [..............................] - ETA: 24s - loss: 0.1004
 1664/60000 [..............................] - ETA: 24s - loss: 0.1003
 1792/60000 [..............................] - ETA: 24s - loss: 0.1003
 1920/60000 [..............................] - ETA: 24s - loss: 0.1000
 2048/60000 [>.............................] - ETA: 24s - loss: 0.1001
 2176/60000 [>.............................] - ETA: 24s - loss: 0.1000
 2304/60000 [>.............................] - ETA: 24s - loss: 0.0997
 2432/60000 [>.............................] - ETA: 23s - loss: 0.0996
 2560/60000 [>.............................] - ETA: 23s - loss: 0.0995
 2688/60000 [>.............................] - ETA: 23s - loss: 0.0994
 2816/60000 [>.............................] - ETA: 23s - loss: 0.0993
 2944/60000 [>.............................] - ETA: 23s - loss: 0.0990
 3072/60000 [>.............................] - ETA: 23s - loss: 0.0987
 3328/60000 [>.............................] - ETA: 23s - loss: 0.0987
 3456/60000 [>.............................] - ETA: 23s - loss: 0.0985
 3584/60000 [>.............................] - ETA: 23s - loss: 0.0985
 3840/60000 [>.............................] - ETA: 22s - loss: 0.0985
 3968/60000 [>.............................] - ETA: 22s - loss: 0.0984
 4096/60000 [=>............................] - ETA: 22s - loss: 0.0985
 4224/60000 [=>............................] - ETA: 22s - loss: 0.0987
 4352/60000 [=>............................] - ETA: 22s - loss: 0.0988
 4480/60000 [=>............................] - ETA: 22s - loss: 0.0989
 4608/60000 [=>............................] - ETA: 22s - loss: 0.0990
 4736/60000 [=>............................] - ETA: 22s - loss: 0.0989
 4864/60000 [=>............................] - ETA: 22s - loss: 0.0990
 4992/60000 [=>............................] - ETA: 22s - loss: 0.0991
 5120/60000 [=>............................] - ETA: 22s - loss: 0.0991
 5248/60000 [=>............................] - ETA: 22s - loss: 0.0991
 5376/60000 [=>............................] - ETA: 22s - loss: 0.0991
 5504/60000 [=>............................] - ETA: 22s - loss: 0.0992
 5632/60000 [=>............................] - ETA: 22s - loss: 0.0991
 5760/60000 [=>............................] - ETA: 22s - loss: 0.0992
 5888/60000 [=>............................] - ETA: 22s - loss: 0.0993
 6016/60000 [==>...........................] - ETA: 22s - loss: 0.0992
 6144/60000 [==>...........................] - ETA: 22s - loss: 0.0993
 6272/60000 [==>...........................] - ETA: 22s - loss: 0.0993
 6400/60000 [==>...........................] - ETA: 22s - loss: 0.0992
 6528/60000 [==>...........................] - ETA: 22s - loss: 0.0993
 6656/60000 [==>...........................] - ETA: 22s - loss: 0.0993
 6784/60000 [==>...........................] - ETA: 22s - loss: 0.0993
 6912/60000 [==>...........................] - ETA: 21s - loss: 0.0993
 7040/60000 [==>...........................] - ETA: 21s - loss: 0.0993
 7168/60000 [==>...........................] - ETA: 21s - loss: 0.0994
 7296/60000 [==>...........................] - ETA: 21s - loss: 0.0995
 7424/60000 [==>...........................] - ETA: 21s - loss: 0.0995
 7552/60000 [==>...........................] - ETA: 21s - loss: 0.0995
 7680/60000 [==>...........................] - ETA: 21s - loss: 0.0996
 7808/60000 [==>...........................] - ETA: 21s - loss: 0.0996
 7936/60000 [==>...........................] - ETA: 21s - loss: 0.0996
 8192/60000 [===>..........................] - ETA: 21s - loss: 0.0995
 8448/60000 [===>..........................] - ETA: 21s - loss: 0.0994
 8576/60000 [===>..........................] - ETA: 21s - loss: 0.0994
 8832/60000 [===>..........................] - ETA: 21s - loss: 0.0994
 8960/60000 [===>..........................] - ETA: 20s - loss: 0.0995
 9088/60000 [===>..........................] - ETA: 20s - loss: 0.0995
 9216/60000 [===>..........................] - ETA: 20s - loss: 0.0995
 9344/60000 [===>..........................] - ETA: 20s - loss: 0.0994
 9472/60000 [===>..........................] - ETA: 20s - loss: 0.0994
 9600/60000 [===>..........................] - ETA: 20s - loss: 0.0995
 9728/60000 [===>..........................] - ETA: 20s - loss: 0.0995
 9856/60000 [===>..........................] - ETA: 20s - loss: 0.0996
 9984/60000 [===>..........................] - ETA: 20s - loss: 0.0996
10112/60000 [====>.........................] - ETA: 20s - loss: 0.0997
10240/60000 [====>.........................] - ETA: 20s - loss: 0.0997
10368/60000 [====>.........................] - ETA: 20s - loss: 0.0997
10496/60000 [====>.........................] - ETA: 20s - loss: 0.0998
10624/60000 [====>.........................] - ETA: 20s - loss: 0.0997
10880/60000 [====>.........................] - ETA: 20s - loss: 0.0998
11008/60000 [====>.........................] - ETA: 20s - loss: 0.0998
11136/60000 [====>.........................] - ETA: 20s - loss: 0.0998
11392/60000 [====>.........................] - ETA: 19s - loss: 0.0998
11520/60000 [====>.........................] - ETA: 19s - loss: 0.0998
11648/60000 [====>.........................] - ETA: 19s - loss: 0.0998
11776/60000 [====>.........................] - ETA: 19s - loss: 0.0998
11904/60000 [====>.........................] - ETA: 19s - loss: 0.0998
12032/60000 [=====>........................] - ETA: 19s - loss: 0.0998
12160/60000 [=====>........................] - ETA: 19s - loss: 0.0999
12288/60000 [=====>........................] - ETA: 19s - loss: 0.0998
12416/60000 [=====>........................] - ETA: 19s - loss: 0.0998
12544/60000 [=====>........................] - ETA: 19s - loss: 0.0998
12672/60000 [=====>........................] - ETA: 19s - loss: 0.0998
12928/60000 [=====>........................] - ETA: 19s - loss: 0.0998
13056/60000 [=====>........................] - ETA: 19s - loss: 0.0998
13184/60000 [=====>........................] - ETA: 19s - loss: 0.0998
13312/60000 [=====>........................] - ETA: 19s - loss: 0.0998
13440/60000 [=====>........................] - ETA: 19s - loss: 0.0998
13568/60000 [=====>........................] - ETA: 19s - loss: 0.0998
13696/60000 [=====>........................] - ETA: 18s - loss: 0.0998
13952/60000 [=====>........................] - ETA: 18s - loss: 0.0997
14080/60000 [======>.......................] - ETA: 18s - loss: 0.0997
14208/60000 [======>.......................] - ETA: 18s - loss: 0.0998
14336/60000 [======>.......................] - ETA: 18s - loss: 0.0998
14464/60000 [======>.......................] - ETA: 18s - loss: 0.0998
14592/60000 [======>.......................] - ETA: 18s - loss: 0.0998
14720/60000 [======>.......................] - ETA: 18s - loss: 0.0998
14848/60000 [======>.......................] - ETA: 18s - loss: 0.0997
14976/60000 [======>.......................] - ETA: 18s - loss: 0.0997
15104/60000 [======>.......................] - ETA: 18s - loss: 0.0997
15232/60000 [======>.......................] - ETA: 18s - loss: 0.0997
15360/60000 [======>.......................] - ETA: 18s - loss: 0.0997
15488/60000 [======>.......................] - ETA: 18s - loss: 0.0997
15616/60000 [======>.......................] - ETA: 18s - loss: 0.0997
15872/60000 [======>.......................] - ETA: 18s - loss: 0.0998
16000/60000 [=======>......................] - ETA: 17s - loss: 0.0998
16128/60000 [=======>......................] - ETA: 17s - loss: 0.0998
16384/60000 [=======>......................] - ETA: 17s - loss: 0.0998
16512/60000 [=======>......................] - ETA: 17s - loss: 0.0998
16640/60000 [=======>......................] - ETA: 17s - loss: 0.0998
16768/60000 [=======>......................] - ETA: 17s - loss: 0.0998
16896/60000 [=======>......................] - ETA: 17s - loss: 0.0999
17024/60000 [=======>......................] - ETA: 17s - loss: 0.0999
17152/60000 [=======>......................] - ETA: 17s - loss: 0.0999
17280/60000 [=======>......................] - ETA: 17s - loss: 0.0999
17408/60000 [=======>......................] - ETA: 17s - loss: 0.1000
17536/60000 [=======>......................] - ETA: 17s - loss: 0.1000
17664/60000 [=======>......................] - ETA: 17s - loss: 0.1000
17792/60000 [=======>......................] - ETA: 17s - loss: 0.1000
17920/60000 [=======>......................] - ETA: 17s - loss: 0.1001
18048/60000 [========>.....................] - ETA: 17s - loss: 0.1001
18176/60000 [========>.....................] - ETA: 17s - loss: 0.1001
18304/60000 [========>.....................] - ETA: 17s - loss: 0.1001
18560/60000 [========>.....................] - ETA: 16s - loss: 0.1000
18688/60000 [========>.....................] - ETA: 16s - loss: 0.1000
18816/60000 [========>.....................] - ETA: 16s - loss: 0.1000
18944/60000 [========>.....................] - ETA: 16s - loss: 0.1000
19072/60000 [========>.....................] - ETA: 16s - loss: 0.1000
19200/60000 [========>.....................] - ETA: 16s - loss: 0.1000
19328/60000 [========>.....................] - ETA: 16s - loss: 0.1000
19456/60000 [========>.....................] - ETA: 16s - loss: 0.1000
19584/60000 [========>.....................] - ETA: 16s - loss: 0.1000
19712/60000 [========>.....................] - ETA: 16s - loss: 0.1001
19840/60000 [========>.....................] - ETA: 16s - loss: 0.1001
19968/60000 [========>.....................] - ETA: 16s - loss: 0.1001
20096/60000 [=========>....................] - ETA: 16s - loss: 0.1001
20224/60000 [=========>....................] - ETA: 16s - loss: 0.1001
20352/60000 [=========>....................] - ETA: 16s - loss: 0.1001
20480/60000 [=========>....................] - ETA: 16s - loss: 0.1001
20608/60000 [=========>....................] - ETA: 16s - loss: 0.1001
20736/60000 [=========>....................] - ETA: 16s - loss: 0.1001
20864/60000 [=========>....................] - ETA: 15s - loss: 0.1002
20992/60000 [=========>....................] - ETA: 15s - loss: 0.1002
21120/60000 [=========>....................] - ETA: 15s - loss: 0.1002
21248/60000 [=========>....................] - ETA: 15s - loss: 0.1003
21376/60000 [=========>....................] - ETA: 15s - loss: 0.1003
21504/60000 [=========>....................] - ETA: 15s - loss: 0.1002
21632/60000 [=========>....................] - ETA: 15s - loss: 0.1003
21760/60000 [=========>....................] - ETA: 15s - loss: 0.1002
21888/60000 [=========>....................] - ETA: 15s - loss: 0.1002
22016/60000 [==========>...................] - ETA: 15s - loss: 0.1002
22144/60000 [==========>...................] - ETA: 15s - loss: 0.1002
22272/60000 [==========>...................] - ETA: 15s - loss: 0.1002
22400/60000 [==========>...................] - ETA: 15s - loss: 0.1002
22528/60000 [==========>...................] - ETA: 15s - loss: 0.1002
22656/60000 [==========>...................] - ETA: 15s - loss: 0.1002
22784/60000 [==========>...................] - ETA: 15s - loss: 0.1002
22912/60000 [==========>...................] - ETA: 15s - loss: 0.1001
23040/60000 [==========>...................] - ETA: 15s - loss: 0.1001
23168/60000 [==========>...................] - ETA: 15s - loss: 0.1001
23296/60000 [==========>...................] - ETA: 15s - loss: 0.1000
23424/60000 [==========>...................] - ETA: 14s - loss: 0.1000
23680/60000 [==========>...................] - ETA: 14s - loss: 0.1000
23936/60000 [==========>...................] - ETA: 14s - loss: 0.1000
24064/60000 [===========>..................] - ETA: 14s - loss: 0.1001
24192/60000 [===========>..................] - ETA: 14s - loss: 0.1001
24320/60000 [===========>..................] - ETA: 14s - loss: 0.1001
24448/60000 [===========>..................] - ETA: 14s - loss: 0.1001
24576/60000 [===========>..................] - ETA: 14s - loss: 0.1001
24704/60000 [===========>..................] - ETA: 14s - loss: 0.1001
24832/60000 [===========>..................] - ETA: 14s - loss: 0.1001
24960/60000 [===========>..................] - ETA: 14s - loss: 0.1001
25088/60000 [===========>..................] - ETA: 14s - loss: 0.1001
25216/60000 [===========>..................] - ETA: 14s - loss: 0.1001
25344/60000 [===========>..................] - ETA: 14s - loss: 0.1001
25472/60000 [===========>..................] - ETA: 14s - loss: 0.1001
25600/60000 [===========>..................] - ETA: 14s - loss: 0.1001
25728/60000 [===========>..................] - ETA: 14s - loss: 0.1001
25856/60000 [===========>..................] - ETA: 13s - loss: 0.1001
26112/60000 [============>.................] - ETA: 13s - loss: 0.1001
26240/60000 [============>.................] - ETA: 13s - loss: 0.1001
26496/60000 [============>.................] - ETA: 13s - loss: 0.1001
26752/60000 [============>.................] - ETA: 13s - loss: 0.1002
26880/60000 [============>.................] - ETA: 13s - loss: 0.1002
27008/60000 [============>.................] - ETA: 13s - loss: 0.1002
27136/60000 [============>.................] - ETA: 13s - loss: 0.1002
27264/60000 [============>.................] - ETA: 13s - loss: 0.1002
27392/60000 [============>.................] - ETA: 13s - loss: 0.1002
27520/60000 [============>.................] - ETA: 13s - loss: 0.1002
27648/60000 [============>.................] - ETA: 13s - loss: 0.1002
27776/60000 [============>.................] - ETA: 13s - loss: 0.1002
27904/60000 [============>.................] - ETA: 13s - loss: 0.1001
28032/60000 [=============>................] - ETA: 13s - loss: 0.1001
28160/60000 [=============>................] - ETA: 13s - loss: 0.1001
28288/60000 [=============>................] - ETA: 12s - loss: 0.1001
28544/60000 [=============>................] - ETA: 12s - loss: 0.1001
28672/60000 [=============>................] - ETA: 12s - loss: 0.1001
28800/60000 [=============>................] - ETA: 12s - loss: 0.1001
28928/60000 [=============>................] - ETA: 12s - loss: 0.1001
29056/60000 [=============>................] - ETA: 12s - loss: 0.1001
29184/60000 [=============>................] - ETA: 12s - loss: 0.1001
29312/60000 [=============>................] - ETA: 12s - loss: 0.1001
29440/60000 [=============>................] - ETA: 12s - loss: 0.1001
29568/60000 [=============>................] - ETA: 12s - loss: 0.1001
29696/60000 [=============>................] - ETA: 12s - loss: 0.1001
29824/60000 [=============>................] - ETA: 12s - loss: 0.1001
29952/60000 [=============>................] - ETA: 12s - loss: 0.1002
30080/60000 [==============>...............] - ETA: 12s - loss: 0.1001
30208/60000 [==============>...............] - ETA: 12s - loss: 0.1001
30336/60000 [==============>...............] - ETA: 12s - loss: 0.1001
30464/60000 [==============>...............] - ETA: 12s - loss: 0.1001
30592/60000 [==============>...............] - ETA: 12s - loss: 0.1001
30720/60000 [==============>...............] - ETA: 11s - loss: 0.1001
30848/60000 [==============>...............] - ETA: 11s - loss: 0.1001
30976/60000 [==============>...............] - ETA: 11s - loss: 0.1001
31104/60000 [==============>...............] - ETA: 11s - loss: 0.1001
31232/60000 [==============>...............] - ETA: 11s - loss: 0.1001
31360/60000 [==============>...............] - ETA: 11s - loss: 0.1001
31488/60000 [==============>...............] - ETA: 11s - loss: 0.1001
31616/60000 [==============>...............] - ETA: 11s - loss: 0.1001
31744/60000 [==============>...............] - ETA: 11s - loss: 0.1001
31872/60000 [==============>...............] - ETA: 11s - loss: 0.1001
32000/60000 [===============>..............] - ETA: 11s - loss: 0.1001
32128/60000 [===============>..............] - ETA: 11s - loss: 0.1001
32256/60000 [===============>..............] - ETA: 11s - loss: 0.1002
32384/60000 [===============>..............] - ETA: 11s - loss: 0.1002
32512/60000 [===============>..............] - ETA: 11s - loss: 0.1002
32640/60000 [===============>..............] - ETA: 11s - loss: 0.1002
32768/60000 [===============>..............] - ETA: 11s - loss: 0.1002
32896/60000 [===============>..............] - ETA: 11s - loss: 0.1002
33024/60000 [===============>..............] - ETA: 11s - loss: 0.1001
33152/60000 [===============>..............] - ETA: 10s - loss: 0.1001
33280/60000 [===============>..............] - ETA: 10s - loss: 0.1001
33408/60000 [===============>..............] - ETA: 10s - loss: 0.1001
33536/60000 [===============>..............] - ETA: 10s - loss: 0.1001
33664/60000 [===============>..............] - ETA: 10s - loss: 0.1001
33792/60000 [===============>..............] - ETA: 10s - loss: 0.1001
33920/60000 [===============>..............] - ETA: 10s - loss: 0.1001
34048/60000 [================>.............] - ETA: 10s - loss: 0.1001
34176/60000 [================>.............] - ETA: 10s - loss: 0.1001
34304/60000 [================>.............] - ETA: 10s - loss: 0.1001
34432/60000 [================>.............] - ETA: 10s - loss: 0.1001
34560/60000 [================>.............] - ETA: 10s - loss: 0.1001
34816/60000 [================>.............] - ETA: 10s - loss: 0.1001
35072/60000 [================>.............] - ETA: 10s - loss: 0.1001
35200/60000 [================>.............] - ETA: 10s - loss: 0.1001
35328/60000 [================>.............] - ETA: 10s - loss: 0.1001
35456/60000 [================>.............] - ETA: 10s - loss: 0.1001
35584/60000 [================>.............] - ETA: 9s - loss: 0.1001 
35712/60000 [================>.............] - ETA: 9s - loss: 0.1001
35840/60000 [================>.............] - ETA: 9s - loss: 0.1002
35968/60000 [================>.............] - ETA: 9s - loss: 0.1002
36096/60000 [=================>............] - ETA: 9s - loss: 0.1002
36224/60000 [=================>............] - ETA: 9s - loss: 0.1002
36352/60000 [=================>............] - ETA: 9s - loss: 0.1002
36480/60000 [=================>............] - ETA: 9s - loss: 0.1002
36736/60000 [=================>............] - ETA: 9s - loss: 0.1002
36864/60000 [=================>............] - ETA: 9s - loss: 0.1002
36992/60000 [=================>............] - ETA: 9s - loss: 0.1002
37120/60000 [=================>............] - ETA: 9s - loss: 0.1002
37248/60000 [=================>............] - ETA: 9s - loss: 0.1002
37376/60000 [=================>............] - ETA: 9s - loss: 0.1001
37504/60000 [=================>............] - ETA: 9s - loss: 0.1001
37632/60000 [=================>............] - ETA: 9s - loss: 0.1001
37760/60000 [=================>............] - ETA: 9s - loss: 0.1001
37888/60000 [=================>............] - ETA: 9s - loss: 0.1001
38016/60000 [==================>...........] - ETA: 8s - loss: 0.1001
38144/60000 [==================>...........] - ETA: 8s - loss: 0.1001
38272/60000 [==================>...........] - ETA: 8s - loss: 0.1001
38400/60000 [==================>...........] - ETA: 8s - loss: 0.1001
38656/60000 [==================>...........] - ETA: 8s - loss: 0.1001
38784/60000 [==================>...........] - ETA: 8s - loss: 0.1002
38912/60000 [==================>...........] - ETA: 8s - loss: 0.1002
39040/60000 [==================>...........] - ETA: 8s - loss: 0.1002
39168/60000 [==================>...........] - ETA: 8s - loss: 0.1002
39296/60000 [==================>...........] - ETA: 8s - loss: 0.1002
39424/60000 [==================>...........] - ETA: 8s - loss: 0.1002
39680/60000 [==================>...........] - ETA: 8s - loss: 0.1002
39808/60000 [==================>...........] - ETA: 8s - loss: 0.1002
39936/60000 [==================>...........] - ETA: 8s - loss: 0.1002
40064/60000 [===================>..........] - ETA: 8s - loss: 0.1002
40192/60000 [===================>..........] - ETA: 8s - loss: 0.1003
40320/60000 [===================>..........] - ETA: 8s - loss: 0.1003
40448/60000 [===================>..........] - ETA: 7s - loss: 0.1003
40576/60000 [===================>..........] - ETA: 7s - loss: 0.1002
40704/60000 [===================>..........] - ETA: 7s - loss: 0.1002
40832/60000 [===================>..........] - ETA: 7s - loss: 0.1002
41088/60000 [===================>..........] - ETA: 7s - loss: 0.1002
41216/60000 [===================>..........] - ETA: 7s - loss: 0.1002
41344/60000 [===================>..........] - ETA: 7s - loss: 0.1002
41600/60000 [===================>..........] - ETA: 7s - loss: 0.1002
41728/60000 [===================>..........] - ETA: 7s - loss: 0.1002
41856/60000 [===================>..........] - ETA: 7s - loss: 0.1002
41984/60000 [===================>..........] - ETA: 7s - loss: 0.1002
42112/60000 [====================>.........] - ETA: 7s - loss: 0.1002
42240/60000 [====================>.........] - ETA: 7s - loss: 0.1001
42368/60000 [====================>.........] - ETA: 7s - loss: 0.1002
42496/60000 [====================>.........] - ETA: 7s - loss: 0.1002
42624/60000 [====================>.........] - ETA: 7s - loss: 0.1002
42752/60000 [====================>.........] - ETA: 7s - loss: 0.1002
42880/60000 [====================>.........] - ETA: 6s - loss: 0.1002
43008/60000 [====================>.........] - ETA: 6s - loss: 0.1002
43136/60000 [====================>.........] - ETA: 6s - loss: 0.1002
43264/60000 [====================>.........] - ETA: 6s - loss: 0.1002
43392/60000 [====================>.........] - ETA: 6s - loss: 0.1002
43520/60000 [====================>.........] - ETA: 6s - loss: 0.1002
43648/60000 [====================>.........] - ETA: 6s - loss: 0.1002
43776/60000 [====================>.........] - ETA: 6s - loss: 0.1002
43904/60000 [====================>.........] - ETA: 6s - loss: 0.1002
44032/60000 [=====================>........] - ETA: 6s - loss: 0.1002
44160/60000 [=====================>........] - ETA: 6s - loss: 0.1002
44288/60000 [=====================>........] - ETA: 6s - loss: 0.1002
44416/60000 [=====================>........] - ETA: 6s - loss: 0.1002
44544/60000 [=====================>........] - ETA: 6s - loss: 0.1002
44800/60000 [=====================>........] - ETA: 6s - loss: 0.1002
44928/60000 [=====================>........] - ETA: 6s - loss: 0.1002
45184/60000 [=====================>........] - ETA: 6s - loss: 0.1002
45440/60000 [=====================>........] - ETA: 5s - loss: 0.1002
45568/60000 [=====================>........] - ETA: 5s - loss: 0.1002
45696/60000 [=====================>........] - ETA: 5s - loss: 0.1002
45824/60000 [=====================>........] - ETA: 5s - loss: 0.1002
45952/60000 [=====================>........] - ETA: 5s - loss: 0.1002
46080/60000 [======================>.......] - ETA: 5s - loss: 0.1002
46208/60000 [======================>.......] - ETA: 5s - loss: 0.1002
46336/60000 [======================>.......] - ETA: 5s - loss: 0.1002
46464/60000 [======================>.......] - ETA: 5s - loss: 0.1002
46592/60000 [======================>.......] - ETA: 5s - loss: 0.1002
46720/60000 [======================>.......] - ETA: 5s - loss: 0.1002
46848/60000 [======================>.......] - ETA: 5s - loss: 0.1002
46976/60000 [======================>.......] - ETA: 5s - loss: 0.1002
47104/60000 [======================>.......] - ETA: 5s - loss: 0.1002
47232/60000 [======================>.......] - ETA: 5s - loss: 0.1002
47360/60000 [======================>.......] - ETA: 5s - loss: 0.1002
47488/60000 [======================>.......] - ETA: 5s - loss: 0.1002
47616/60000 [======================>.......] - ETA: 5s - loss: 0.1002
47744/60000 [======================>.......] - ETA: 5s - loss: 0.1002
47872/60000 [======================>.......] - ETA: 4s - loss: 0.1002
48000/60000 [=======================>......] - ETA: 4s - loss: 0.1002
48128/60000 [=======================>......] - ETA: 4s - loss: 0.1002
48256/60000 [=======================>......] - ETA: 4s - loss: 0.1002
48384/60000 [=======================>......] - ETA: 4s - loss: 0.1002
48512/60000 [=======================>......] - ETA: 4s - loss: 0.1002
48640/60000 [=======================>......] - ETA: 4s - loss: 0.1002
48768/60000 [=======================>......] - ETA: 4s - loss: 0.1002
48896/60000 [=======================>......] - ETA: 4s - loss: 0.1002
